"","LOAD_TIME","FFP_DATE","LAST_TO_END","FLIGHT_COUNT","SEG_KM_SUM","avg_discount"
"19847","2014/3/31","2008/4/8",125,12,14103,0.873039779
"19848","2014/3/31","2009/11/25",4,25,19088,0.645006811
"19849","2014/3/31","2010/12/24",12,14,15737,0.782336532
"19850","2014/3/31","2012/11/9",277,6,19803,0.621660859
"19851","2014/3/31","2012/5/19",578,4,16954,0.726088239
"19852","2014/3/31","2007/12/5",45,7,21556,0.571009464
"19853","2014/3/31","2010/8/17",1,13,14721,0.83609945
"19854","2014/3/31","2011/10/12",314,5,8205,1.5
"19855","2014/3/31","2012/2/27",26,10,16459,0.747690018
"19856","2014/3/31","2006/8/7",90,14,16816,0.731716223
"19857","2014/3/31","2011/7/31",238,12,20293,0.606340117
"19858","2014/3/31","2011/12/30",106,9,13919,0.883991666
"19859","2014/3/31","2008/11/20",184,10,15291,0.804636714
"19860","2014/3/31","2009/11/27",185,11,24462,0.502945793
"19861","2014/3/31","2012/2/15",34,13,14187,0.867196729
"19862","2014/3/31","2012/3/7",29,9,16823,0.731253641
"19863","2014/3/31","2012/3/23",186,10,19072,0.644961724
"19864","2014/3/31","2010/11/23",158,12,15499,0.793518937
"19865","2014/3/31","2011/3/2",76,17,18667,0.658826271
"19866","2014/3/31","2010/2/3",33,12,23289,0.528002061
"19867","2014/3/31","2011/10/25",70,10,17407,0.706352042
"19868","2014/3/31","2008/11/11",8,12,18363,0.669532756
"19869","2014/3/31","2010/5/8",37,14,13629,0.901793235
"19870","2014/3/31","2009/10/29",282,6,15858,0.775
"19871","2014/3/31","2012/11/26",160,10,15481,0.793866029
"19872","2014/3/31","2011/10/4",8,15,20613,0.596192209
"19873","2014/3/31","2008/11/29",85,11,18917,0.649633663
"19874","2014/3/31","2011/12/15",88,27,15518,0.791911973
"19875","2014/3/31","2009/7/21",136,13,18279,0.672285136
"19876","2014/3/31","2006/6/7",14,18,15373,0.799367723
"19877","2014/3/31","2011/9/14",208,10,14780,0.831406631
"19878","2014/3/31","2005/5/14",139,9,18698,0.657171355
"19879","2014/3/31","2010/1/18",61,10,17506,0.701918199
"19880","2014/3/31","2011/4/5",81,10,10791,1.138663701
"19881","2014/3/31","2008/4/7",44,22,20112,0.61092681
"19882","2014/3/31","2011/10/26",343,27,21897,0.561111111
"19883","2014/3/31","2012/10/1",82,7,19739,0.622454532
"19884","2014/3/31","2012/12/19",49,2,15168,0.81
"19885","2014/3/31","2009/12/8",27,10,14783,0.831061354
"19886","2014/3/31","2010/8/24",34,13,13826,0.888523072
"19887","2014/3/31","2012/7/3",68,11,13785,0.891164309
"19888","2014/3/31","2012/10/17",11,19,18121,0.677877049
"19889","2014/3/31","2011/10/9",6,9,13347,0.920280962
"19890","2014/3/31","2011/9/16",21,8,16216,0.757443266
"19891","2014/3/31","2010/10/27",107,13,18492,0.664214255
"19892","2014/3/31","2009/3/4",70,15,19807,0.620076236
"19893","2014/3/31","2011/10/31",35,15,15150,0.810666667
"19894","2014/3/31","2012/1/15",118,12,13148,0.934008214
"19895","2014/3/31","2012/3/1",168,16,14665,0.837380839
"19896","2014/3/31","2012/8/16",105,18,19585,0.626996681
"19897","2014/3/31","2007/9/23",125,14,20904,0.587397149
"19898","2014/3/31","2007/9/19",124,14,21844,0.562071965
"19899","2014/3/31","2013/3/18",118,5,22101,0.555534139
"19900","2014/3/31","2008/5/11",58,14,20349,0.603283208
"19901","2014/3/31","2010/8/20",263,12,15459,0.79406818
"19902","2014/3/31","2005/12/20",36,13,22404,0.54788386
"19903","2014/3/31","2007/7/5",132,7,19107,0.642393364
"19904","2014/3/31","2012/1/9",460,13,17604,0.697233583
"19905","2014/3/31","2011/8/24",71,13,14910,0.823146881
"19906","2014/3/31","2012/3/1",79,11,17007,0.721574646
"19907","2014/3/31","2011/6/25",86,2,16254,0.755
"19908","2014/3/31","2012/12/22",38,12,17696,0.693474231
"19909","2014/3/31","2012/3/1",27,19,15522,0.79056887
"19910","2014/3/31","2006/11/15",28,16,14812,0.828417499
"19911","2014/3/31","2012/6/22",131,15,15045,0.815587238
"19912","2014/3/31","2005/8/1",530,10,17482,0.701864775
"19913","2014/3/31","2012/11/22",37,23,22424,0.547162861
"19914","2014/3/31","2007/7/20",14,9,21364,0.574310522
"19915","2014/3/31","2010/6/28",132,11,18270,0.671488779
"19916","2014/3/31","2007/1/5",46,12,19966,0.614445557
"19917","2014/3/31","2010/2/26",25,13,16076,0.76307477
"19918","2014/3/31","2013/1/1",64,11,20372,0.602097978
"19919","2014/3/31","2005/2/2",99,11,17840,0.687445628
"19920","2014/3/31","2008/3/24",99,12,18339,0.668707127
"19921","2014/3/31","2007/3/30",11,14,17988,0.68172893
"19922","2014/3/31","2010/6/18",12,15,18047,0.679469164
"19923","2014/3/31","2006/6/27",42,19,16762,0.731538003
"19924","2014/3/31","2007/10/30",139,14,16562,0.740327255
"19925","2014/3/31","2006/3/29",20,8,15146,0.809499538
"19926","2014/3/31","2007/9/14",32,10,20239,0.605701863
"19927","2014/3/31","2010/11/25",127,5,16586,0.73905583
"19928","2014/3/31","2011/7/9",39,19,20346,0.602422589
"19929","2014/3/31","2009/3/11",21,13,18037,0.679514886
"19930","2014/3/31","2008/6/14",70,13,16340,0.750080783
"19931","2014/3/31","2011/10/31",8,9,15566,0.787363485
"19932","2014/3/31","2012/7/7",131,12,13532,0.905656222
"19933","2014/3/31","2010/12/31",269,20,16237,0.754774897
"19934","2014/3/31","2013/3/2",62,5,16642,0.736376637
"19935","2014/3/31","2009/8/1",11,13,16254,0.753883967
"19936","2014/3/31","2010/3/12",250,13,20524,0.597024946
"19937","2014/3/31","2008/5/29",5,16,18623,0.657960049
"19938","2014/3/31","2011/12/18",17,17,16537,0.740936083
"19939","2014/3/31","2009/7/27",1,12,16344,0.749675722
"19940","2014/3/31","2010/4/20",6,15,17031,0.719421056
"19941","2014/3/31","2008/5/7",69,14,14914,0.821499262
"19942","2014/3/31","2010/9/6",27,10,15491,0.790876638
"19943","2014/3/31","2008/4/6",224,14,15687,0.780916045
"19944","2014/3/31","2012/9/25",120,14,15918,0.769511245
"19945","2014/3/31","2008/6/28",44,9,15332,0.798917949
"19946","2014/3/31","2008/2/27",100,13,15495,0.790487254
"19947","2014/3/31","2005/3/1",141,17,20454,0.598801701
"19948","2014/3/31","2012/8/29",280,9,17963,0.681829316
"19949","2014/3/31","2011/6/30",58,19,19739,0.620481787
"19950","2014/3/31","2007/6/10",81,14,14092,0.869106585
"19951","2014/3/31","2011/10/11",11,16,16175,0.757149923
"19952","2014/3/31","2006/3/1",413,11,18382,0.666189751
"19953","2014/3/31","2008/11/29",100,11,17639,0.694190714
"19954","2014/3/31","2010/4/8",7,14,15894,0.770402668
"19955","2014/3/31","2010/1/6",243,12,20871,0.58667577
"19956","2014/3/31","2005/10/21",38,15,16204,0.755609726
"19957","2014/3/31","2007/6/11",233,9,20147,0.607676081
"19958","2014/3/31","2009/3/26",5,15,17628,0.694395848
"19959","2014/3/31","2010/3/9",114,12,24083,0.508246481
"19960","2014/3/31","2010/8/17",14,7,17297,0.707640631
"19961","2014/3/31","2010/8/29",500,10,15300,0.8
"19962","2014/3/31","2008/8/18",79,18,18857,0.648988704
"19963","2014/3/31","2009/11/13",193,12,11356,1.07758894
"19964","2014/3/31","2012/12/7",6,11,17104,0.715433817
"19965","2014/3/31","2012/10/13",206,13,20323,0.602108449
"19966","2014/3/31","2012/9/3",477,10,16027,0.763352468
"19967","2014/3/31","2013/3/24",84,12,17204,0.711127063
"19968","2014/3/31","2012/5/22",3,12,19663,0.622151249
"19969","2014/3/31","2012/12/6",80,6,8676,1.41
"19970","2014/3/31","2008/2/12",275,10,16941,0.722033528
"19971","2014/3/31","2008/6/24",30,21,16896,0.723949455
"19972","2014/3/31","2012/7/27",521,4,17952,0.681316845
"19973","2014/3/31","2011/4/25",213,7,16233,0.753435594
"19974","2014/3/31","2010/8/13",60,12,16800,0.727983333
"19975","2014/3/31","2012/9/7",161,12,18494,0.661205796
"19976","2014/3/31","2009/11/5",163,19,16897,0.723668107
"19977","2014/3/31","2012/11/28",81,19,17196,0.711029309
"19978","2014/3/31","2007/8/16",160,28,21867,0.5591398
"19979","2014/3/31","2010/6/29",472,7,13584,0.900077297
"19980","2014/3/31","2007/9/4",24,8,19277,0.634239768
"19981","2014/3/31","2007/4/2",16,14,18353,0.666133602
"19982","2014/3/31","2006/7/28",473,12,19217,0.636152885
"19983","2014/3/31","2006/5/18",258,12,14165,0.863037769
"19984","2014/3/31","2011/12/5",5,8,10338,1.182428903
"19985","2014/3/31","2011/12/16",22,15,16273,0.751174952
"19986","2014/3/31","2012/3/3",99,9,17888,0.68331619
"19987","2014/3/31","2011/1/14",18,16,18171,0.672667987
"19988","2014/3/31","2011/8/18",139,10,12560,0.973128981
"19989","2014/3/31","2011/1/13",213,12,21223,0.575905857
"19990","2014/3/31","2012/8/15",221,9,19246,0.63502494
"19991","2014/3/31","2012/10/17",304,7,14070,0.868571429
"19992","2014/3/31","2011/9/4",1,13,17373,0.703419099
"19993","2014/3/31","2013/3/24",4,5,17432,0.701030289
"19994","2014/3/31","2012/6/11",99,17,13296,0.919099729
"19995","2014/3/31","2012/6/1",159,20,13540,0.9025
"19996","2014/3/31","2010/9/16",208,15,16942,0.72120765
"19997","2014/3/31","2011/4/11",21,18,14435,0.846375476
"19998","2014/3/31","2006/1/4",153,8,14212,0.859635519
"19999","2014/3/31","2006/12/1",1,20,15000,0.814467333
"20000","2014/3/31","2012/11/17",37,18,24164,0.505568614
"20001","2014/3/31","2009/8/27",3,27,16703,0.731397354
"20002","2014/3/31","2010/1/15",10,17,18141,0.673414916
"20003","2014/3/31","2013/3/19",33,18,20667,0.591097886
"20004","2014/3/31","2006/3/4",238,11,13656,0.894555507
"20005","2014/3/31","2005/3/25",19,13,20936,0.583426156
"20006","2014/3/31","2010/5/17",109,11,16169,0.755360876
"20007","2014/3/31","2005/5/12",39,13,14284,0.855023103
"20008","2014/3/31","2009/2/1",4,13,16157,0.75588228
"20009","2014/3/31","2011/12/6",151,11,14922,0.818419113
"20010","2014/3/31","2011/3/14",111,8,17285,0.706463986
"20011","2014/3/31","2012/8/29",11,23,18035,0.677062933
"20012","2014/3/31","2011/8/15",12,12,18971,0.643622371
"20013","2014/3/31","2010/10/9",130,20,17794,0.686131842
"20014","2014/3/31","2011/11/30",10,11,15206,0.802890306
"20015","2014/3/31","2012/11/16",12,23,21139,0.577535361
"20016","2014/3/31","2008/6/28",63,14,16263,0.750667773
"20017","2014/3/31","2012/8/23",82,21,20943,0.58291983
"20018","2014/3/31","2012/5/8",16,5,19178,0.636525185
"20019","2014/3/31","2008/5/18",82,16,20269,0.602193497
"20020","2014/3/31","2011/10/26",54,20,17268,0.70681376
"20021","2014/3/31","2012/5/17",38,15,15797,0.772597329
"20022","2014/3/31","2009/8/18",85,8,15918,0.766714411
"20023","2014/3/31","2010/1/12",3,14,15014,0.812866658
"20024","2014/3/31","2010/3/17",27,15,17924,0.680877594
"20025","2014/3/31","2008/10/20",197,15,13995,0.872
"20026","2014/3/31","2011/10/18",25,14,13986,0.872484627
"20027","2014/3/31","2008/2/27",49,11,21899,0.557184803
"20028","2014/3/31","2006/7/31",242,10,16225,0.751996918
"20029","2014/3/31","2011/7/6",107,12,17641,0.691627459
"20030","2014/3/31","2012/5/5",228,4,17482,0.69789269
"20031","2014/3/31","2012/10/25",8,28,20945,0.582456434
"20032","2014/3/31","2013/2/26",51,16,14475,0.842793092
"20033","2014/3/31","2005/8/20",119,17,21456,0.56857569
"20034","2014/3/31","2012/5/27",100,11,18782,0.649454797
"20035","2014/3/31","2011/1/14",13,14,18713,0.651843104
"20036","2014/3/31","2012/1/18",26,12,15905,0.7668884
"20037","2014/3/31","2010/7/1",136,12,20430,0.597013216
"20038","2014/3/31","2012/5/29",241,7,10614,1.149029584
"20039","2014/3/31","2012/12/26",13,17,22229,0.548633767
"20040","2014/3/31","2012/11/19",75,11,13354,0.913184065
"20041","2014/3/31","2012/10/1",38,10,15314,0.796256367
"20042","2014/3/31","2011/10/16",166,18,15350,0.79438241
"20043","2014/3/31","2012/3/6",120,12,18460,0.660526002
"20044","2014/3/31","2009/11/14",58,14,17378,0.701543906
"20045","2014/3/31","2009/7/30",37,15,13843,0.880677599
"20046","2014/3/31","2012/8/6",529,2,16254,0.75
"20047","2014/3/31","2007/1/6",296,2,16254,0.75
"20048","2014/3/31","2010/9/3",584,2,16254,0.75
"20049","2014/3/31","2012/8/13",135,7,16254,0.75
"20050","2014/3/31","2012/4/5",71,8,17836,0.683469388
"20051","2014/3/31","2010/4/8",5,10,15509,0.786012638
"20052","2014/3/31","2009/1/10",70,8,11377,1.071406346
"20053","2014/3/31","2010/1/31",80,14,14244,0.85573294
"20054","2014/3/31","2008/1/23",249,10,17564,0.693976315
"20055","2014/3/31","2007/9/7",30,17,14123,0.863057424
"20056","2014/3/31","2008/6/5",78,14,14808,0.823004457
"20057","2014/3/31","2012/11/5",29,5,11755,1.036746916
"20058","2014/3/31","2012/7/20",181,12,14007,0.870053545
"20059","2014/3/31","2010/6/27",192,8,13790,0.883727339
"20060","2014/3/31","2011/10/23",85,11,16681,0.730550926
"20061","2014/3/31","2009/9/9",64,16,16231,0.750797856
"20062","2014/3/31","2007/9/6",341,10,12917,0.943404041
"20063","2014/3/31","2006/3/9",128,16,25030,0.486848582
"20064","2014/3/31","2010/4/24",4,11,16636,0.732403222
"20065","2014/3/31","2010/10/30",29,10,16945,0.71898141
"20066","2014/3/31","2011/8/16",507,3,16761,0.726836108
"20067","2014/3/31","2011/5/18",193,11,19525,0.623936492
"20068","2014/3/31","2009/8/21",13,12,18133,0.671822092
"20069","2014/3/31","2012/4/28",406,11,14662,0.830770018
"20070","2014/3/31","2013/3/7",2,18,20292,0.600268579
"20071","2014/3/31","2011/6/1",4,14,24913,0.488921045
"20072","2014/3/31","2007/6/22",124,13,13759,0.885222036
"20073","2014/3/31","2008/12/4",21,13,28325,0.429989762
"20074","2014/3/31","2008/6/4",205,11,14336,0.849524275
"20075","2014/3/31","2011/9/27",24,10,14926,0.815891733
"20076","2014/3/31","2012/9/4",510,4,22871,0.532458135
"20077","2014/3/31","2012/4/4",125,14,17403,0.699700052
"20078","2014/3/31","2012/6/1",41,22,19556,0.622626815
"20079","2014/3/31","2011/12/17",20,14,16504,0.737703587
"20080","2014/3/31","2009/1/15",232,11,13929,0.874058439
"20081","2014/3/31","2007/10/3",33,5,8502,1.431986591
"20082","2014/3/31","2008/2/7",69,16,20512,0.593515016
"20083","2014/3/31","2009/11/14",20,13,16600,0.733375904
"20084","2014/3/31","2012/12/25",118,14,16923,0.719369497
"20085","2014/3/31","2012/5/22",8,10,8412,1.447168331
"20086","2014/3/31","2011/7/3",94,14,15059,0.808357793
"20087","2014/3/31","2007/11/9",57,13,14731,0.826254158
"20088","2014/3/31","2009/9/27",159,16,19327,0.629734051
"20089","2014/3/31","2008/12/16",43,12,18324,0.664198865
"20090","2014/3/31","2008/6/13",81,16,18383,0.662018713
"20091","2014/3/31","2009/9/16",196,16,17812,0.683232091
"20092","2014/3/31","2010/1/19",11,15,16164,0.752876145
"20093","2014/3/31","2006/3/23",6,15,16440,0.740188564
"20094","2014/3/31","2009/10/1",242,14,17590,0.691751563
"20095","2014/3/31","2011/9/5",115,11,14483,0.840087689
"20096","2014/3/31","2006/12/20",423,2,15208,0.8
"20097","2014/3/31","2012/8/5",21,16,20433,0.59541526
"20098","2014/3/31","2007/4/17",194,8,22166,0.548844627
"20099","2014/3/31","2006/8/15",14,9,15779,0.770962672
"20100","2014/3/31","2007/6/9",2,22,17637,0.689743154
"20101","2014/3/31","2012/4/21",235,7,9246,1.315693273
"20102","2014/3/31","2012/2/5",475,9,21841,0.556947942
"20103","2014/3/31","2012/1/25",84,16,20090,0.605445993
"20104","2014/3/31","2011/5/9",27,13,14227,0.85494412
"20105","2014/3/31","2012/2/26",154,13,17866,0.680736595
"20106","2014/3/31","2013/1/29",67,19,15806,0.769445147
"20107","2014/3/31","2013/1/5",73,17,17521,0.694120199
"20108","2014/3/31","2006/12/28",96,14,13251,0.917782809
"20109","2014/3/31","2008/1/19",68,8,17418,0.698181192
"20110","2014/3/31","2011/4/17",394,2,15199,0.8
"20111","2014/3/31","2012/3/19",41,22,16462,0.738609525
"20112","2014/3/31","2012/7/8",164,16,15836,0.767803738
"20113","2014/3/31","2012/8/12",382,5,17107,0.710720758
"20114","2014/3/31","2007/8/24",121,15,21215,0.573075183
"20115","2014/3/31","2012/12/15",14,11,19003,0.639730043
"20116","2014/3/31","2012/8/14",93,16,23826,0.510185092
"20117","2014/3/31","2012/3/19",414,11,20931,0.58074865
"20118","2014/3/31","2007/3/8",73,11,26559,0.457661057
"20119","2014/3/31","2008/1/16",530,4,15481,0.785143079
"20120","2014/3/31","2012/9/10",3,19,13422,0.905559529
"20121","2014/3/31","2006/3/31",158,7,15891,0.76481027
"20122","2014/3/31","2011/9/25",1,13,18000,0.675192778
"20123","2014/3/31","2008/4/14",98,14,16844,0.721502019
"20124","2014/3/31","2006/6/11",17,15,18584,0.653934029
"20125","2014/3/31","2011/9/2",151,3,10693,1.136389227
"20126","2014/3/31","2011/2/19",499,4,11572,1.05
"20127","2014/3/31","2008/4/18",113,19,14458,0.840282888
"20128","2014/3/31","2011/10/1",331,5,11629,1.044689999
"20129","2014/3/31","2009/3/12",146,12,21072,0.576477316
"20130","2014/3/31","2012/8/28",191,5,13545,0.896806202
"20131","2014/3/31","2012/7/21",22,12,21346,0.569063056
"20132","2014/3/31","2010/9/2",108,15,20297,0.598439671
"20133","2014/3/31","2011/9/20",153,8,18498,0.656607201
"20134","2014/3/31","2010/6/6",261,14,18862,0.643928534
"20135","2014/3/31","2007/8/1",40,14,14415,0.842533472
"20136","2014/3/31","2010/11/1",1,13,18618,0.652213449
"20137","2014/3/31","2009/6/21",140,12,16256,0.746975886
"20138","2014/3/31","2010/6/26",90,8,17072,0.71125
"20139","2014/3/31","2010/11/8",259,12,19266,0.63025122
"20140","2014/3/31","2012/3/21",263,12,14971,0.81105003
"20141","2014/3/31","2012/5/7",73,10,17116,0.70938537
"20142","2014/3/31","2012/6/13",3,20,21058,0.576587995
"20143","2014/3/31","2006/4/6",364,6,15551,0.780695775
"20144","2014/3/31","2010/4/2",102,18,11837,1.025541945
"20145","2014/3/31","2007/4/17",75,13,17168,0.707080615
"20146","2014/3/31","2006/4/24",30,20,19893,0.610216659
"20147","2014/3/31","2009/6/29",26,15,16545,0.733694772
"20148","2014/3/31","2012/5/19",153,10,16532,0.734225744
"20149","2014/3/31","2008/6/21",104,9,14619,0.830217525
"20150","2014/3/31","2011/12/16",194,10,18360,0.661042484
"20151","2014/3/31","2008/5/25",9,17,16475,0.736667678
"20152","2014/3/31","2008/11/23",131,9,14872,0.815989107
"20153","2014/3/31","2006/6/23",188,9,13685,0.886641578
"20154","2014/3/31","2011/10/11",290,11,17763,0.683056916
"20155","2014/3/31","2010/4/4",41,16,13292,0.912750527
"20156","2014/3/31","2008/9/24",29,8,26637,0.455465706
"20157","2014/3/31","2007/8/24",13,18,19021,0.637822933
"20158","2014/3/31","2012/10/22",65,13,15465,0.784454575
"20159","2014/3/31","2007/5/4",245,5,22950,0.528558606
"20160","2014/3/31","2007/2/24",2,8,16050,0.755786916
"20161","2014/3/31","2009/7/30",208,13,15680,0.773609056
"20162","2014/3/31","2013/3/16",143,6,13088,0.926810819
"20163","2014/3/31","2008/10/24",110,11,19737,0.614579217
"20164","2014/3/31","2012/4/28",4,14,14210,0.853540464
"20165","2014/3/31","2005/4/16",74,11,12859,0.943182207
"20166","2014/3/31","2010/7/18",58,12,17061,0.710797726
"20167","2014/3/31","2011/3/9",14,17,27745,0.437079113
"20168","2014/3/31","2005/1/27",131,16,17241,0.703348414
"20169","2014/3/31","2010/3/9",35,9,10435,1.162027791
"20170","2014/3/31","2012/10/7",6,9,19976,0.606999399
"20171","2014/3/31","2007/5/18",33,28,16431,0.737946564
"20172","2014/3/31","2006/4/26",175,16,18985,0.638642613
"20173","2014/3/31","2006/6/5",70,12,21201,0.57187161
"20174","2014/3/31","2010/9/16",339,4,17601,0.688818817
"20175","2014/3/31","2005/6/29",11,19,20592,0.588743687
"20176","2014/3/31","2008/9/1",33,11,16402,0.73913791
"20177","2014/3/31","2006/12/4",49,12,15797,0.767443818
"20178","2014/3/31","2008/8/1",500,9,16485,0.735395814
"20179","2014/3/31","2006/8/28",153,15,18561,0.653105436
"20180","2014/3/31","2010/6/1",257,11,17526,0.691666667
"20181","2014/3/31","2010/10/15",241,17,16240,0.746328818
"20182","2014/3/31","2010/3/28",3,14,16164,0.749821208
"20183","2014/3/31","2011/1/26",18,14,12636,0.95916271
"20184","2014/3/31","2007/6/12",68,7,9930,1.220507553
"20185","2014/3/31","2012/8/5",9,18,19550,0.619781074
"20186","2014/3/31","2006/11/20",77,13,18849,0.642775744
"20187","2014/3/31","2008/8/1",117,13,24684,0.490828877
"20188","2014/3/31","2006/7/8",5,18,17809,0.680308833
"20189","2014/3/31","2009/3/2",202,8,20352,0.595278105
"20190","2014/3/31","2012/4/6",523,4,10616,1.141136021
"20191","2014/3/31","2011/10/21",11,11,13585,0.891726905
"20192","2014/3/31","2007/5/10",77,11,17077,0.709358201
"20193","2014/3/31","2012/6/30",44,13,16842,0.719239995
"20194","2014/3/31","2011/8/7",123,14,25428,0.476376829
"20195","2014/3/31","2005/12/4",34,11,14761,0.820625296
"20196","2014/3/31","2007/8/7",64,11,14665,0.825954313
"20197","2014/3/31","2012/5/1",399,6,14978,0.808619308
"20198","2014/3/31","2013/1/13",21,11,15538,0.779452954
"20199","2014/3/31","2011/3/12",16,11,17572,0.689226611
"20200","2014/3/31","2012/9/26",6,15,19592,0.618074214
"20201","2014/3/31","2010/5/1",11,9,18693,0.647777778
"20202","2014/3/31","2009/12/22",6,9,12622,0.959284582
"20203","2014/3/31","2006/11/10",102,8,12578,0.962532994
"20204","2014/3/31","2008/4/24",228,14,18804,0.64381355
"20205","2014/3/31","2008/2/4",12,6,23697,0.510838503
"20206","2014/3/31","2010/11/1",8,14,22485,0.538370469
"20207","2014/3/31","2008/5/22",78,9,12354,0.979811397
"20208","2014/3/31","2010/1/9",450,12,20195,0.599316663
"20209","2014/3/31","2010/11/26",118,15,23186,0.522003795
"20210","2014/3/31","2010/3/6",372,5,10723,1.128681339
"20211","2014/3/31","2011/8/25",93,4,9780,1.2375
"20212","2014/3/31","2011/6/16",74,16,19346,0.625559289
"20213","2014/3/31","2008/3/18",176,9,23050,0.525017787
"20214","2014/3/31","2012/6/14",463,8,15281,0.791878804
"20215","2014/3/31","2012/1/15",324,10,21078,0.574081981
"20216","2014/3/31","2012/10/9",9,12,19314,0.626509786
"20217","2014/3/31","2012/4/15",123,11,14544,0.831908691
"20218","2014/3/31","2008/4/1",27,8,17244,0.701565762
"20219","2014/3/31","2007/8/14",114,18,16899,0.7158465
"20220","2014/3/31","2012/2/4",166,19,14212,0.851164509
"20221","2014/3/31","2006/7/10",218,11,15342,0.78835028
"20222","2014/3/31","2012/3/3",109,18,19271,0.627613513
"20223","2014/3/31","2009/2/16",192,10,23390,0.517052587
"20224","2014/3/31","2008/10/1",114,7,23676,0.510741679
"20225","2014/3/31","2013/2/22",8,11,19192,0.630068779
"20226","2014/3/31","2011/11/16",82,10,18654,0.648210035
"20227","2014/3/31","2010/9/26",17,13,21146,0.571780006
"20228","2014/3/31","2009/2/13",92,2,15208,0.794980274
"20229","2014/3/31","2012/3/22",60,4,8393,1.440475396
"20230","2014/3/31","2012/9/22",11,9,15282,0.790988745
"20231","2014/3/31","2010/11/8",34,11,18119,0.667135604
"20232","2014/3/31","2006/12/6",150,14,13982,0.864475755
"20233","2014/3/31","2011/7/6",353,8,16592,0.728471553
"20234","2014/3/31","2006/12/29",240,5,8133,1.486078938
"20235","2014/3/31","2013/2/2",24,12,18284,0.66098939
"20236","2014/3/31","2006/3/3",82,12,15639,0.772684954
"20237","2014/3/31","2009/6/19",270,11,15244,0.792696799
"20238","2014/3/31","2007/3/17",6,13,16812,0.718720557
"20239","2014/3/31","2011/1/19",306,10,23303,0.518484744
"20240","2014/3/31","2012/6/8",229,16,17364,0.695768256
"20241","2014/3/31","2008/2/16",48,2,15199,0.794847029
"20242","2014/3/31","2008/8/11",49,2,15199,0.794847029
"20243","2014/3/31","2010/12/25",80,11,16585,0.728322581
"20244","2014/3/31","2012/6/6",424,5,11680,1.034135274
"20245","2014/3/31","2011/6/4",42,12,21970,0.549771507
"20246","2014/3/31","2012/8/11",3,10,13213,0.91413078
"20247","2014/3/31","2009/3/23",228,15,16528,0.730775048
"20248","2014/3/31","2005/6/2",450,3,16454,0.733967424
"20249","2014/3/31","2007/11/16",118,13,15379,0.785263671
"20250","2014/3/31","2012/6/19",17,18,16154,0.747567166
"20251","2014/3/31","2009/2/27",30,10,16095,0.75028891
"20252","2014/3/31","2011/11/13",146,15,15247,0.792018102
"20253","2014/3/31","2012/6/4",518,8,18092,0.66743312
"20254","2014/3/31","2011/1/22",379,5,13197,0.9149731
"20255","2014/3/31","2011/4/7",127,12,13960,0.86495702
"20256","2014/3/31","2010/2/1",189,8,14798,0.815966347
"20257","2014/3/31","2012/3/8",18,12,16914,0.71380927
"20258","2014/3/31","2007/1/14",42,12,19133,0.631021795
"20259","2014/3/31","2011/9/28",516,7,13681,0.882479351
"20260","2014/3/31","2008/8/9",70,11,17895,0.674629226
"20261","2014/3/31","2010/12/11",27,13,18436,0.654779236
"20262","2014/3/31","2006/1/25",25,19,24248,0.497818789
"20263","2014/3/31","2009/1/30",98,5,16869,0.715546268
"20264","2014/3/31","2009/9/24",91,31,27848,0.43343759
"20265","2014/3/31","2006/2/20",95,12,15203,0.793853187
"20266","2014/3/31","2011/11/28",176,14,16641,0.725210624
"20267","2014/3/31","2010/8/15",12,14,14680,0.822072207
"20268","2014/3/31","2011/9/22",120,28,13316,0.906231601
"20269","2014/3/31","2007/3/24",597,8,14227,0.848130316
"20270","2014/3/31","2009/10/11",52,6,10306,1.170738405
"20271","2014/3/31","2012/2/28",11,16,18567,0.649723165
"20272","2014/3/31","2011/1/27",192,17,26913,0.448235797
"20273","2014/3/31","2010/6/25",38,13,20856,0.578410529
"20274","2014/3/31","2008/9/29",132,16,24430,0.493764224
"20275","2014/3/31","2010/10/7",262,13,17195,0.701513812
"20276","2014/3/31","2012/7/1",60,11,15490,0.778665591
"20277","2014/3/31","2013/3/14",187,16,20450,0.589782396
"20278","2014/3/31","2013/2/7",57,10,21493,0.561144559
"20279","2014/3/31","2011/5/5",248,7,17164,0.702636332
"20280","2014/3/31","2012/11/23",83,12,14686,0.821188206
"20281","2014/3/31","2012/3/8",186,14,18143,0.66467894
"20282","2014/3/31","2012/4/17",76,15,17040,0.707698944
"20283","2014/3/31","2012/1/24",37,12,20326,0.593123586
"20284","2014/3/31","2011/1/22",9,13,14815,0.813724603
"20285","2014/3/31","2006/9/3",221,21,20848,0.578220453
"20286","2014/3/31","2013/1/13",18,21,15338,0.785920589
"20287","2014/3/31","2009/9/1",25,14,14617,0.824652802
"20288","2014/3/31","2009/8/31",26,12,18981,0.635036089
"20289","2014/3/31","2006/8/4",257,12,20146,0.598291969
"20290","2014/3/31","2008/3/7",230,12,16494,0.730747545
"20291","2014/3/31","2012/3/1",98,12,18677,0.645326337
"20292","2014/3/31","2011/7/7",87,15,14654,0.822328375
"20293","2014/3/31","2013/3/12",6,5,14210,0.848
"20294","2014/3/31","2012/1/18",18,22,21682,0.555736556
"20295","2014/3/31","2009/8/23",31,10,19979,0.603101256
"20296","2014/3/31","2009/3/6",348,10,17820,0.676161616
